name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Madhu Chicken Centre,restaurant,HoReCa,Retailer,No,High,No,"Kunigal Town Rd, 1st, Main 1st Cross, K R S, Agrahara",13.019838,77.0113468,073496 66047,+91 73496 66047,Not Available,CLOSED_TEMPORARILY,4.08,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJB3ja29zPrzsRq-9G6joWJMQ,Kunigal,50.79482511,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Manikanta Panipuri Shop,restaurant,HoReCa,Retailer,No,High,No,"Shop No 12, opp. General Hospital, BM Road, Kunigal",13.0234877,77.0212322,098440 87963,+91 98440 87963,Not Available,CLOSED_TEMPORARILY,5.18,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJMYOILurPrzsR8qe_tLFFzvA,Kunigal,54.80868994,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Gowdru Motton Stall,restaurant,HoReCa,Retailer,No,High,No,"Hassan Road, Kunigal",13.0241044,77.0252067,096119 02037,+91 96119 02037,Not Available,OPERATIONAL,5.57,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJYSbo9DXPrzsRQTSSoFLL8nU,Kunigal,56.78416732,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
HIVA ELECTRICALS,restaurant,HoReCa,Retailer,No,High,No,"22FC+HR8, Kunigal Town Road, Kunigal",13.0239024,77.0220807,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,5.28,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJRWP1VOPPrzsRvrgQiIaUOH0,Kunigal,54.97451094,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Venki Chats Kusumas.,restaurant,HoReCa,Retailer,No,High,No,"Gubbi No 3, No 3 Railway Station Rd, near BEO Office, 6th Cross Railway Station Rd, Tumkur",13.0244121,77.0253294,080504 87851,+91 80504 87851,Not Available,CLOSED_TEMPORARILY,5.6,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJT7bVkgHPrzsRiXsJ_rkY2MI,Kunigal,56.56578177,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Indraprastha Hotel,restaurant,HoReCa,Retailer,No,High,No,"22GF+5V2, BM Road, Kunigal",13.025393,77.0246265,Not Available,Not Available,Not Available,OPERATIONAL,5.6,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJQ44JLtbPrzsRtvhi7X1HKwE,Kunigal,55.2048586,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Sri Maruthi Family Restaurant,restaurant,HoReCa,Retailer,No,High,No,"opp. to civil court, near govt bus stand, Kunigal",13.0255857,77.02822,Not Available,Not Available,Not Available,OPERATIONAL,5.93,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJcwH1yKnPrzsRd1RvjMMLs08,Kunigal,57.17962286,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Mahalakshmi Chats Girigowda,restaurant,HoReCa,Retailer,No,High,No,54 1st Main B K Road Ramanagara,13.025621,77.0296392,098450 67943,+91 98450 67943,Not Available,CLOSED_TEMPORARILY,6.07,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJQ7vec9nPrzsRm9sv5p7cXoo,Kunigal,57.93532644,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
PORNA Chicken,restaurant,HoReCa,Retailer,No,High,No,India,13.0257168,77.0281571,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,5.94,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJMaiCZuHPrzsRU8tRWCah-YI,Kunigal,57.0257395,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
New Taj hotel Bangalore to Mangalore Highway ance palya,restaurant,HoReCa,Retailer,No,High,No,"22GG+66V, Kunigal",13.0256221,77.0255349,Not Available,Not Available,Not Available,OPERATIONAL,5.69,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJxTqhewDPrzsRurCkZVEEgt4,Kunigal,55.55924963,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Dimond Kabab & Biriyani Center,restaurant,HoReCa,Retailer,No,High,No,India,13.0257242,77.0294544,099029 93702,+91 99029 93702,Not Available,CLOSED_TEMPORARILY,6.06,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJp5cdFOHPrzsRrEbaIV_A86A,Kunigal,57.74276937,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
R R Hotel,restaurant,HoReCa,Retailer,No,High,No,"22GH+8H2, Kunigal",13.0257511,77.0289017,099003 94746,+91 99003 94746,Not Available,OPERATIONAL,6.01,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJaT6Ba-HPrzsRLkhZJGlXHkg,Kunigal,57.41388867,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Nellyady Toddy shop,restaurant,HoReCa,Retailer,No,High,No,"Toddy shop, Nelyadi",13.0213539,77.0705723,Not Available,Not Available,Not Available,OPERATIONAL,9.96,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ46HgeQDPrzsRQ4v83DKgndI,Kunigal,73.99206646,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
MathsyaDarshini @ Bellur Cross,restaurant,HoReCa,Retailer,No,High,No,"near Samruddhi Restaurant, On, National Highway 75",13.0213539,77.0705723,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,9.96,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJA42ZSADPrzsRNv3c3dyA8jw,Kunigal,73.99206646,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
SHAAN E PUNJAB FAMILY DHABA NANGLI,restaurant,HoReCa,Retailer,No,High,No,"Shaan e punjab family dhaba nangli, near Bharat petrol bunk, thatikallu village,n.h.75, taluk, mulbagal, Kolar",13.0213539,77.0705723,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,9.96,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJxRTZDgDPrzsRBvZoz580kWA,Kunigal,73.99206646,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
Aditya grand taste of coastal,restaurant,HoReCa,Retailer,No,High,No,"NH 75, Chikkagondana halli",13.0213539,77.0705723,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,9.96,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ4x-PDgDPrzsREzk_xXTD_iY,Kunigal,73.99206646,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
Food free,restaurant,HoReCa,Retailer,No,High,No,"Survey No, Bidanagere Post, 167/9, Bangalore - Hassan Highway, Hutridurga Hobili, NH 75, Kunigal",13.0206984,77.0647298,Not Available,Not Available,Not Available,OPERATIONAL,9.33,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ52O-QQDPrzsRJhCYm8PMwQE,Kunigal,73.35195015,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
ಎಸ್. ಎಲ್. ಎನ್ ಟ್ರೇಡರ್ಸ್,restaurant,HoReCa,Retailer,No,High,No,India,13.0473838,76.9246382,099720 73160,+91 99720 73160,Not Available,OPERATIONAL,8.41,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJAU6QUGfbrzsRMEL_LVc96z0,Kunigal,312.1404814,NorthWest,Inner,Other,Other_Cluster8,Yes,Vacant,,Other_Cluster8,,
Golden Chicken Centre,restaurant,HoReCa,Retailer,No,High,No,"12, 1st Main, Circal, Kunigal, Gunnagare",13.065259,76.9558442,091083 30831,+91 91083 30831,Not Available,OPERATIONAL,8.14,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJbfZObvPbrzsROfQNXhZ0edw,Kunigal,339.4916191,North,Inner,Other,Other_Cluster8,Yes,Vacant,,Other_Cluster8,,
ಪಶು ಆಹಾರ ಕೇಂದ್ರ,restaurant,HoReCa,Retailer,No,High,No,India,13.0755508,76.9780573,Not Available,Not Available,Not Available,OPERATIONAL,8.78,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJxZo0rlnarzsRm6ZvELK3ctg,Kunigal,357.0823273,North,Inner,Other,Other_Cluster8,No,Vacant,,Other_Cluster8,,
Bismillah Chicken,restaurant,HoReCa,Retailer,No,High,No,"near Kothagere, Shop No 9 Tumkur Main Road, near Kothagere, Cross Rd, Kothagere",13.0447377,77.021733,088611 90624,+91 88611 90624,Not Available,OPERATIONAL,6.85,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJm7pFxMrRrzsRXiPbqFRz4jU,Kunigal,38.70721241,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Srs store,restaurant,HoReCa,Retailer,No,High,No,"22VC+XJ5, Kothagere",13.0448769,77.0216016,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,6.85,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ3fTMFwDRrzsRNMdzG_NpH-s,Kunigal,38.53344095,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
S L N Chats and Hotel UDAY KUMARSBA.,restaurant,HoReCa,Retailer,No,High,No,"opp. Talku Office, No 7 Tumkur Rd Gubbi No7 2nd Main, opp. Talku Office, Tumkur Rd, Gubbi",13.0283276,77.0259441,097407 62760,+91 97407 62760,Not Available,CLOSED_TEMPORARILY,5.91,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJLQ12REPPrzsRaNBdSsCyNjk,Kunigal,53.39442506,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
ಶ್ರೀ ಗಾಂಧಿ ಸಮಾಜ ಆಹಾರ ಶಾಖೆ.,restaurant,HoReCa,Retailer,No,High,No,India,13.0292114,77.0355159,063605 92296,+91 63605 92296,Not Available,CLOSED_TEMPORARILY,6.82,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJe4Enid_PrzsRvkbKqqB8bvM,Kunigal,57.93110541,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
SLV Lodge And Restaurent,restaurant,HoReCa,Retailer,No,High,No,"22GG+G54, opposite Head post office, Kunigal",13.0262746,77.0254592,074831 78565,+91 74831 78565,Not Available,OPERATIONAL,5.73,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJGyhFxk3PrzsRpt0vvld183M,Kunigal,54.9143711,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
M Y G FISH STALL,restaurant,HoReCa,Retailer,No,High,No,"Private Bus Stand, Kunigal",13.0262794,77.0251249,099454 53538,+91 99454 53538,Not Available,OPERATIONAL,5.7,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJCQyV6OnPrzsRebQ4Ii69LC4,Kunigal,54.70077204,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
K G R Fish Stall,restaurant,HoReCa,Retailer,No,High,No,"Shop No 01, near Kudre, To, Bangalore Main Road, Kunigal",13.0256017,77.0328984,091488 87971,+91 91488 87971,Not Available,CLOSED_TEMPORARILY,6.37,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJFy8YMTDPrzsRxkkC0MkUaJs,Kunigal,59.63813205,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Madduramma Mutton Stall,restaurant,HoReCa,Retailer,No,High,No,"Shop No 09, near Mallahatta Main Road, Bangalore Main Road, Kunigal",13.0270331,77.039962,073386 90078,+91 73386 90078,Not Available,CLOSED_TEMPORARILY,7.11,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ2-nrbILPrzsRJd5lvupB32M,Kunigal,61.64682418,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
ಬೆಳ್ಳಿ ಫ್ಯಾಮಿಲಿ ರೆಸ್ಟೋರೆಂಟ್ ಡಾಬ,restaurant,HoReCa,Retailer,No,High,No,India,13.0268321,77.0396873,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,7.08,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJQ734LtnPrzsR8puEPLGEaSw,Kunigal,61.69172212,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
ಶ್ರೀ ಕಾಮಧೇನು ನಂದಿನಿ ಮಿಲ್ಕ್ ಪಾರ್ಲರ್,restaurant,HoReCa,Retailer,No,High,No,India,13.0266536,77.0412366,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,7.21,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJb7FjA9nPrzsRFE8fe32E0yA,Kunigal,62.46236549,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
SKN COMFORTS,restaurant,HoReCa,Retailer,No,High,No,"opposite to LIC office, BM Road, Kunigal",13.026496,77.042181,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,7.3,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ_Q9TUn7PrzsR_Fc82rUCqHE,Kunigal,62.95560245,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
RAHITYA TIFFAN CENTER,restaurant,HoReCa,Retailer,No,High,No,"opp. Kunigal, 23 1st Main B M Road Kunigal, opp. Kunigal, College, Tumakuru",13.0258666,77.0415143,091482 39670,+91 91482 39670,Not Available,CLOSED_TEMPORARILY,7.2,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJL5QjEMjPrzsRfXGCDUZ3AX4,Kunigal,63.19043852,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Khan's,restaurant,HoReCa,Retailer,No,High,No,India,13.0258038,77.045054,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,7.54,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJcWbEWNfPrzsRlEeRCF24B0Q,Kunigal,64.55108484,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
B.K.Rangegowda Complex,restaurant,HoReCa,Retailer,No,High,No,"23G3+RV9, Kunigal Town Road",13.0270355,77.054722,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,8.55,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJyc7m69TPrzsRbHmBEITsliw,Kunigal,66.73613222,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Royal Family Restaurant,restaurant,HoReCa,Retailer,No,High,No,"3533+H6H, Bandadka - Bengaluru Road, Annaiahsastripalya",13.0542718,77.1538264,Not Available,Not Available,Not Available,OPERATIONAL,19.67,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJ88gGJADTrzsRosCbdrQu5E4,Kunigal,70.97191342,East,Middle,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
Bhairava Tiffin Center,restaurant,HoReCa,Retailer,No,High,No,"32GF+GC8, Kurudihalli",13.07638,77.02392,Not Available,Not Available,Not Available,OPERATIONAL,9.95,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJBZOrTADRrzsR1BhId2bUXRE,Kunigal,27.01897181,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Shree ranganatha swamy hotel,restaurant,HoReCa,Retailer,No,High,No,"32GF+GC8, Kurudihalli",13.0762915,77.0235841,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,9.93,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJJbeMIwDRrzsRXYR8H7BFGK4,Kunigal,26.85770297,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Byravreshwara Tiffen Center Mr Rajanna K N Raju,restaurant,HoReCa,Retailer,No,High,No,"11, Kunigal Tumkru, Tumakuru",13.0755636,77.0236934,086609 23578,+91 86609 23578,Not Available,OPERATIONAL,9.86,13.5,3000,1500,https://www.google.com/maps/place/?q=place_id:ChIJWTaLMsPRrzsRYP1S293GJJk,Kunigal,27.13166394,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
ಸಣಬದ ಕೊಪ್ಪಲು,lodging,HoReCa,Retailer,No,High,No,"WWFJ+4HV, Amrutur",12.922857,76.9314253,Not Available,Not Available,Not Available,OPERATIONAL,9.88,13.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJadeoNlLHrzsRu7FyQw4AHUk,Kunigal,213.8367377,SouthWest,Inner,Other,Other_Cluster7,No,Vacant,,Other_Cluster7,,
Charan Farm House,lodging,HoReCa,Retailer,No,High,No,"XXWR+4XQ, Chottanahalli",12.9953365,76.9924802,Not Available,Not Available,Not Available,OPERATIONAL,1.13,13.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJU7m9XADFrzsRWvbWAUwUK3w,Kunigal,97.53156246,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
Vijayalakshmi Deluxe Lodge,lodging,HoReCa,Retailer,No,High,No,"Kallu Building, Kunigal Town Road, Kunigal",13.024657,77.0253671,Not Available,Not Available,Not Available,OPERATIONAL,5.62,13.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJDy8m_NbPrzsRtkBbqDPUXWo,Kunigal,56.35698126,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Vishunu lodge,lodging,HoReCa,Retailer,No,High,No,"22GH+9CM, BM Road, Kunigal",13.0259676,77.0285385,Not Available,Not Available,Not Available,OPERATIONAL,5.99,13.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJsUw2T5TPrzsRLIr3-XeJdGA,Kunigal,57.01696915,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Syed's Serenity Groove,lodging,HoReCa,Retailer,No,High,No,"2WMQ+R2, Noor",13.0332468,76.9371087,Not Available,Not Available,Not Available,OPERATIONAL,6.36,13.5,5000,2500,https://www.google.com/maps/place/?q=place_id:ChIJ_zVRQQDbrzsRISn6bnv9HPs,Kunigal,309.7992293,NorthWest,Inner,Other,Other_Cluster8,No,Vacant,,Other_Cluster8,,
Bharathi ASM,university,Institutional,Retailer,No,Very High,No,"X2FP+F8J, Kunigal",12.973711,77.0357773,Not Available,Not Available,Not Available,OPERATIONAL,6.34,13.5,8000,4000,https://www.google.com/maps/place/?q=place_id:ChIJr6DzigrPrzsRNpXNJjQpIWs,Kunigal,113.7199239,SouthEast,Inner,SouthEast,SouthEast_Cluster3,No,Nagaraj P,9901969518,SouthEast_Cluster3,,
Vijaya PU college,university,Institutional,Retailer,No,Very High,No,"23H8+PGF, Gottigere, Kunigal",13.0293176,77.0662959,Not Available,Not Available,Not Available,OPERATIONAL,9.81,13.5,8000,4000,https://www.google.com/maps/place/?q=place_id:ChIJBceGaujPrzsRVyj8nqpxrVw,Kunigal,68.26495021,East,Inner,Other,Other_Cluster5,No,Vacant,,Other_Cluster5,,
Reuuka yellamma temple,hospital,Institutional,Retailer,No,Very High,No,"WWFJ+4HV, Amrutur",12.922857,76.9314253,Not Available,Not Available,Not Available,OPERATIONAL,9.88,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJYRJgLEDHrzsRyZxtZ_DiqtY,Kunigal,213.8367377,SouthWest,Inner,Other,Other_Cluster7,No,Vacant,,Other_Cluster7,,
"Holalagunda,hosalli,Amruthur,Karnataka",hospital,Institutional,Retailer,No,Very High,No,"XW4Q+CW4, holalagunda narayanachar, Holala Gunda",12.9560193,76.9398195,Not Available,Not Available,Not Available,OPERATIONAL,6.44,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJ07wokNHFrzsReKggj-cpj0I,Kunigal,225.4522675,SouthWest,Inner,Other,Other_Cluster7,No,Vacant,,Other_Cluster7,,
Sri siddalingeshwara yogavana hills,hospital,Institutional,Retailer,No,Very High,No,"XX8M+P42, Huruliborasandra",12.9667534,76.9827553,099800 15805,+91 99800 15805,http://www.yogavanahill.com/,OPERATIONAL,3.33,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJe0yfe07FrzsRMs7vJCwbZR8,Kunigal,178.9354955,South,Inner,Other,Other_Cluster6,Yes,Vacant,,Other_Cluster6,,
ಆರೋಗ್ಯ ಕೇಂದ್ರ ನಾಗಸಂದ್ರ,hospital,Institutional,Retailer,No,Very High,No,"2WF4+GV7, CS Pura Road, Nagasandra",13.0237849,76.9071736,Not Available,Not Available,Not Available,OPERATIONAL,8.67,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJk5BJd5bdrzsRpLDidw-_EPg,Kunigal,290.3681521,West,Inner,Other,Other_Cluster8,No,Vacant,,Other_Cluster8,,
ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯಕೇಂದ್ರ,hospital,Institutional,Retailer,No,Very High,No,"2X34+M73, Aladagudde",13.004133,76.955674,Not Available,Not Available,Not Available,OPERATIONAL,2.99,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJGcyURjfFrzsRL2_ICFZyI2k,Kunigal,286.131899,West,Inner,Other,Other_Cluster7,No,Vacant,,Other_Cluster7,,
PHC NAGASANDRA,hospital,Institutional,Retailer,No,Very High,No,"2WH4+3WX, Nagasandra",13.0277308,76.9073452,Not Available,Not Available,Not Available,OPERATIONAL,8.81,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJQ4Kw8q3crzsRuwLf7wDmJ7k,Kunigal,293.0855525,NorthWest,Inner,Other,Other_Cluster8,No,Vacant,,Other_Cluster8,,
Apollo pharmacy,hospital,Institutional,Retailer,No,Very High,No,"2297+X56, Kunigal Town Road, Kunigal Rural",13.020034,77.012965,Not Available,Not Available,Not Available,OPERATIONAL,4.23,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJfS7tOwDPrzsRwm2U7Or2sr8,Kunigal,52.06759022,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Arathi medical and kushal diagnostic's center,hospital,Institutional,Retailer,No,Very High,No,"Taluk Office, Kunigal",13.0233655,77.0200909,097438 07014,+91 97438 07014,Not Available,OPERATIONAL,5.07,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJh8AwrU_PrzsRmWHU7TXUdo4,Kunigal,54.12877945,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
V G medical,hospital,Institutional,Retailer,No,Very High,No,"22FC+FPJ, Kunigal",13.0237629,77.0216467,Not Available,Not Available,Not Available,OPERATIONAL,5.23,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJNYTf8MzPrzsRGh1P7giz2O8,Kunigal,54.81813883,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Government. Hospital,hospital,Institutional,Retailer,No,Very High,No,"22FC+QGX, Mangalore - Bangalore Highway, Kunigal",13.0244914,77.0213621,Not Available,Not Available,Not Available,OPERATIONAL,5.25,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJvdI6sfzPrzsR8rEKcxwUcv4,Kunigal,53.90209743,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Sri Hampapuradamma Medical Store,hospital,Institutional,Retailer,No,Very High,No,"B. M. Road, Taluk, Kunigal",13.0252138,77.0302708,074832 22647,+91 74832 22647,Not Available,OPERATIONAL,6.1,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJyRc-vEXPrzsRL-sGU-Dgc38,Kunigal,58.63679891,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Phoenix Daignostic Centre,hospital,Institutional,Retailer,No,Very High,No,Kunigal,13.0251147,77.0237685,Not Available,Not Available,Not Available,OPERATIONAL,5.51,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJn0ao9FnPrzsRaI8xER099k0,Kunigal,54.91745678,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Cloudphysician Smart-ICU at Shameer Hospital,hospital,Institutional,Retailer,No,Very High,No,"1st floor, Shameer hospital, near ksrtc depot, Kunigal",13.0256221,77.0255349,099724 71087,+91 99724 71087,Not Available,OPERATIONAL,5.69,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJ4aQrWk7PrzsRzZhyb1X6cIM,Kunigal,55.55924963,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Ravi office,hospital,Institutional,Retailer,No,Very High,No,"22GG+66V, Kunigal",13.0256221,77.0255349,Not Available,Not Available,Not Available,OPERATIONAL,5.69,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJ_R9GSgDPrzsRnoqr6KC0aVY,Kunigal,55.55924963,NorthEast,Inner,NorthEast,NorthEast_Cluster1,No,Nagaraj P,9901969518,NorthEast_Cluster1,,
Sri Manjunatha Orthopedic Centre,hospital,Institutional,Retailer,No,Very High,No,"22GG+GH3, C.K.Complex, beside Gangadhareshwara choultry, Tumkur Main Road, Kunigal",13.0262513,77.0264343,097402 09284,+91 97402 09284,Not Available,OPERATIONAL,5.81,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJl9INyePPrzsRwLZ2zXwWhkI,Kunigal,55.53347371,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
Manjunatha Medical Store,hospital,Institutional,Retailer,No,Very High,No,"22GG+HJ6, Kunigal",13.0264059,77.0265194,094496 83010,+91 94496 83010,Not Available,OPERATIONAL,5.83,13.5,6000,3000,https://www.google.com/maps/place/?q=place_id:ChIJjyDsy-PPrzsRRthuYa911qw,Kunigal,55.44545551,NorthEast,Inner,NorthEast,NorthEast_Cluster1,Yes,Nagaraj P,9901969518,NorthEast_Cluster1,,
